duration1,duration2,temperature,Humidity,Direction,Velocity
596,557,27.1,65.2,0,19.1
596,560,27,65.1,0,19.1
570,584,27,65.1,0,19.1
576,557,27,65.3,0,19.1
602,557,27,65.3,0,19.1
600,557,27,65.4,0,19.1
602,557,27,65.4,0,19.1
576,557,27,65.3,0,19.1
575,560,27,65.3,0,19.1
576,563,27,65.2,0,19.1
602,566,27,65.2,0,19.1
570,591,27,65.3,0,19.1
596,566,27,65.3,0,19.1
596,564,27,65.2,0,19.1
596,590,27,65.2,0,19.1
596,564,27,65,0,19.1
572,563,27,65,0,19.1
573,558,27,65.1,0,19.1
596,557,27,65.1,0,19.1
596,557,27,65.2,0,19.1
596,560,27,65.2,0,19.1
596,560,27,65.2,0,19.1
602,557,27,65.2,0,19.1
602,557,27,65.3,0,19.1
602,558,27,65.3,0,19.1
603,560,27,65.2,0,19.1
579,558,27,65.2,0,19.1
602,564,27,65.2,0,19.1
578,563,27,65.2,0,19.1
573,567,27,65.2,0,19.1
596,564,27,65.2,0,19.1
596,564,27,65.5,0,19.1
572,564,27,65.5,0,19.1
597,557,27,65.4,0,19.1
596,563,27,65.4,0,19.1
596,584,27.1,65.2,0,19.1
569,557,27.1,65.2,0,19.1
570,561,27.1,65.4,0,19.1
569,557,27.1,65.4,0,19.1
597,561,27,65.4,0,19.1
593,560,27,65.4,0,19.1
576,557,27,65.5,0,19.1
602,557,27,65.5,0,19.1
603,557,27.1,65.4,0,19.1
602,564,27.1,65.4,0,19.1
576,563,27.1,65.3,0,19.1
579,557,27.1,65.3,0,19.1
602,585,26.9,65.5,0,19.1
578,560,26.9,65.5,0,19.1
576,584,27,65.4,0,19.1
602,561,27,65.4,0,19.1
602,560,27.1,65.4,0,19.1
575,558,27.1,65.4,0,19.1
579,584,27,65.4,0,19.1
602,557,27,65.4,0,19.1
603,584,27.1,65.3,0,19.1
569,557,27.1,65.3,0,19.1
576,557,27.1,65.4,0,19.1
602,557,27.1,65.4,0,19.1
602,560,27,65.2,0,19.1
602,557,27,65.2,0,19.1
603,561,27,65.2,0,19.1
602,557,27,65.2,0,19.1
579,557,27,65.4,0,19.1
578,557,27,65.4,0,19.1
602,560,27,65.3,0,19.1
575,584,27,65.3,0,19.1
576,557,27,65.3,0,19.1
602,584,27,65.3,0,19.1
600,584,27,65.5,0,19.1
575,560,27,65.5,0,19.1
600,557,27,65.4,0,19.1
602,557,27,65.4,0,19.1
579,558,27,65.6,0,19.1
602,591,27,65.6,0,19.1
576,566,26.9,65.3,0,19.1
602,564,26.9,65.3,0,19.1
603,564,26.9,65.3,0,19.1
602,567,26.9,65.3,0,19.1
576,564,27,65.3,0,19.1
602,563,27,65.3,0,19.1
599,567,27,65.3,0,19.1
602,563,27,65.3,0,19.1
576,564,27,65.3,0,19.1
599,590,27,65.3,0,19.1
603,588,27,65.6,0,19.1
569,567,27,65.6,0,19.1
569,567,27,65.4,0,19.1
576,564,27,65.4,0,19.1
570,566,27.1,65.7,0,19.1
570,567,27.1,65.7,0,19.1
569,564,27,65.5,0,19.1
596,566,27,65.5,0,19.1
570,566,27,65.5,0,19.1
569,557,27,65.5,0,19.1
597,561,27.1,65.4,0,19.1
596,584,27.1,65.4,0,19.1
570,584,27.1,65.6,0,19.1
596,558,27.1,65.6,0,19.1
596,584,27,65.3,0,19.1
596,557,27,65.3,0,19.1
570,558,27,65.7,0,19.1
570,561,27,65.7,0,19.1
572,557,27.1,65.5,0,19.1
596,584,27.1,65.5,0,19.1
570,557,27,65.6,0,19.1
599,557,27,65.6,0,19.1
603,560,27,65.5,0,19.1
579,557,27,65.5,0,19.1
576,557,27.1,65.6,0,19.1
602,564,27.1,65.6,0,19.1
603,563,27,65.4,0,19.1
576,566,27,65.4,0,19.1
602,564,27,65.8,0,19.1
602,563,27,65.8,0,19.1
603,591,27.1,65.6,0,19.1
596,563,27.1,65.6,0,19.1
570,563,27,65.6,0,19.1
572,563,27,65.6,0,19.1
570,563,27.1,65.7,0,19.1
569,584,27.1,65.7,0,19.1
570,557,27,65.4,0,19.1
569,563,27,65.4,0,19.1
570,561,27.1,65.6,0,19.1
595,557,27.1,65.6,0,19.1
572,561,27.1,65.5,0,19.1
596,557,27.1,65.5,0,19.1
570,557,27.1,65.3,0,19.1
596,558,27.1,65.3,0,19.1
596,557,27,65.4,0,19.1
596,564,27,65.4,0,19.1
596,564,27,65.5,0,19.1
569,558,27,65.5,0,19.1
570,584,27.1,65.6,0,19.1
596,557,27.1,65.6,0,19.1
570,560,27.1,65.3,0,19.1
572,557,27.1,65.3,0,19.1
596,557,27.1,65.3,0,19.1
573,563,27.1,65.3,0,19.1
569,566,27,65.4,0,19.1
569,567,27,65.4,0,19.1
570,563,27,65.3,0,19.1
596,564,27,65.3,0,19.1
569,564,27,65.6,0,19.1
572,561,27,65.6,0,19.1
570,558,27.1,65.4,0,19.1
570,558,27.1,65.4,0,19.1
596,584,27,65.6,0,19.1
578,558,27,65.6,0,19.1
603,557,27,65.8,0,19.1
602,557,27,65.8,0,19.1
602,561,27.1,65.4,0,19.1
602,567,27.1,65.4,0,19.1
602,563,27.1,65.3,0,19.1
579,557,27.1,65.3,0,19.1
602,557,27,65.7,0,19.1
602,564,27,65.7,0,19.1
602,564,27,65.6,0,19.1
596,564,27,65.6,0,19.1
570,563,27.1,65.4,0,19.1
569,563,27.1,65.4,0,19.1
570,564,27,65.5,0,19.1
572,557,27,65.5,0,19.1
570,557,27,65.5,0,19.1
572,560,27,65.5,0,19.1
573,558,27,65.7,0,19.1
576,584,27,65.7,0,19.1
576,557,27,65.7,0,19.1
602,558,27,65.7,0,19.1
602,560,27.1,65.7,0,19.1
602,560,27.1,65.7,0,19.1
602,557,27,65.7,0,19.1
575,566,27,65.7,0,19.1
603,564,27.1,65.8,0,19.1
602,564,27.1,65.8,0,19.1
579,564,27.1,65.4,0,19.1
596,590,27.1,65.4,0,19.1
596,564,27.1,65.5,0,19.1
602,563,27.1,65.5,0,19.1
602,564,27.1,65.7,0,19.1
578,563,27.1,65.7,0,19.1
569,564,27.1,65.9,0,19.1
569,564,27.1,65.9,0,19.1
596,564,27,65.8,0,19.1
596,563,27,65.8,0,19.1
570,567,27.1,65.7,0,19.1
572,564,27.1,65.7,0,19.1
570,563,27,65.8,0,19.1
569,563,27,65.8,0,19.1
570,560,27,65.8,0,19.1
596,557,27,65.8,0,19.1
569,560,27.1,65.5,0,19.1
596,558,27.1,65.5,0,19.1
596,560,27.1,65.9,0,19.1
596,557,27.1,65.9,0,19.1
596,558,27.1,65.8,0,19.1
570,557,27.1,65.8,0,19.1
596,560,27.1,65.8,0,19.1
596,557,27.1,65.8,0,19.1
570,557,27.2,65.8,0,19.1
602,560,27.2,65.8,0,19.1
576,557,27.1,65.8,0,19.1
602,560,27.1,65.8,0,19.1
576,557,27,65.9,0,19.1
602,564,27,65.9,0,19.1
576,567,27,65.9,0,19.1
602,564,27,65.9,0,19.1
576,566,27.1,65.7,0,19.1
596,566,27.1,65.7,0,19.1
596,590,27,66,0,19.1
596,563,27,66,0,19.1
570,567,27,65.8,0,19.1
596,567,27,65.8,0,19.1
596,564,27,65.7,0,19.1
596,566,27,65.7,0,19.1
570,564,27.1,65.7,0,19.1
572,560,27.1,65.7,0,19.1
570,557,27.1,65.9,0,19.1
572,557,27.1,65.9,0,19.1
569,558,27.1,65.8,0,19.1
569,558,27.1,65.8,0,19.1
570,557,27,65.7,0,19.1
602,560,27,65.7,0,19.1
576,557,27.1,65.8,0,19.1
575,557,27.1,65.8,0,19.1
576,558,27,65.9,0,19.1
576,567,27,65.9,0,19.1
602,584,27.1,65.9,0,19.1
576,564,27.1,65.9,0,19.1
576,563,27,66.3,0,19.1
602,564,27,66.3,0,19.1
602,564,27.1,65.8,0,19.1
576,563,27.1,65.8,0,19.1
602,564,27,65.6,0,19.1
569,563,27,65.6,0,19.1
570,564,27.2,65.6,0,19.1
572,558,27.2,65.6,0,19.1
596,584,27.1,66,0,19.1
596,557,27.1,66,0,19.1
596,557,27,65.7,0,19.1
569,557,27,65.7,0,19.1
570,558,27.1,65.9,0,19.1
569,557,27.1,65.9,0,19.1
596,557,27,65.7,0,19.1
575,557,27,65.7,0,19.1
576,557,27,65.9,0,19.1
576,557,27,65.9,0,19.1
602,564,27.1,65.8,0,19.1
575,564,27.1,65.8,0,19.1
599,563,27.1,65.9,0,19.1
576,564,27.1,65.9,0,19.1
576,563,27.1,65.9,0,19.1
576,590,27.1,65.9,0,19.1
576,566,27.2,65.9,0,19.1
569,563,27.2,65.9,0,19.1
569,590,27.1,65.9,0,19.1
569,564,27.1,65.9,0,19.1
569,564,27,65.7,0,19.1
569,566,27,65.7,0,19.1
596,567,27.1,65.9,0,19.1
596,567,27.1,65.9,0,19.1
570,564,27,65.9,0,19.1
596,557,27,65.9,0,19.1
573,557,27,65.8,0,19.1
596,561,27,65.8,0,19.1
573,557,27.1,65.9,0,19.1
570,584,27.1,65.9,0,19.1
570,560,27.1,65.7,0,19.1
572,558,27.1,65.7,0,19.1
570,557,27.1,65.7,0,19.1
572,557,27.1,65.7,0,19.1
596,558,27.1,65.8,0,19.1
578,557,27.1,65.8,0,19.1
576,557,27.1,66,0,19.1
602,557,27.1,66,0,19.1
603,584,27,65.9,0,19.1
576,558,27,65.9,0,19.1
576,560,27.1,65.9,0,19.1
578,557,27.1,65.9,0,19.1
602,557,27,65.9,0,19.1
602,563,27,65.9,0,19.1
576,564,27.1,66,0,19.1
575,566,27.1,66,0,19.1
576,566,27.1,66.1,0,19.1
578,563,27.1,66.1,0,19.1
576,566,27.1,66.2,0,19.1
569,563,27.1,66.2,0,19.1
570,564,27,65.7,0,19.1
572,563,27,65.7,0,19.1
570,564,27,66.1,0,19.1
569,564,27,66.1,0,19.1
596,566,27,65.9,0,19.1
596,584,27,65.9,0,19.1
570,557,27,65.8,0,19.1
596,584,27,65.8,0,19.1
596,558,27.1,65.9,0,19.1
596,557,27.1,65.9,0,19.1
570,560,27,66.3,0,19.1
593,557,27,66.3,0,19.1
593,557,27.1,65.8,0,19.1
596,584,27.1,65.8,0,19.1
570,561,27.1,66,0,19.1
569,557,27.1,66,0,19.1
570,557,27.1,65.9,0,19.1
596,557,27.1,65.9,0,19.1
570,560,27.1,66.2,0,19.1
569,557,27.1,66.2,0,19.1
576,560,27.1,65.8,0,19.1
579,557,27.1,65.8,0,19.1
576,560,27,66.1,0,19.1
578,557,27,66.1,0,19.1
576,557,27.1,66,0,19.1
575,563,27.1,66,0,19.1
576,563,27.1,66.1,0,19.1
576,563,27.1,66.1,0,19.1
576,564,27,65.9,0,19.1
602,564,27,65.9,0,19.1
602,564,27.1,65.8,0,19.1
572,564,27.1,65.8,0,19.1
570,564,27.1,65.8,0,19.1
572,563,27.1,65.8,0,19.1
570,567,27,66,0,19.1
569,563,27,66,0,19.1
569,560,27.1,65.9,0,19.1
569,559,27.1,65.9,0,19.1
570,560,27.1,66.3,0,19.1
569,564,27.1,66.3,0,19.1
593,564,27.2,66.1,0,19.1
569,557,27.2,66.1,0,19.1
570,561,27,66.1,0,19.1
569,561,27,66.1,0,19.1
573,557,27.1,66.1,0,19.1
572,557,27.1,66.1,0,19.1
596,557,27.1,66.3,0,19.1
596,557,27.1,66.3,0,19.1
570,557,27.1,66.3,0,19.1
572,557,27.1,66.3,0,19.1
572,584,27.1,66.1,0,19.1
572,557,27.1,66.1,0,19.1
596,557,27.1,66.3,0,19.1
596,563,27.1,66.3,0,19.1
573,564,27.1,66.3,0,19.1
572,563,27.1,66.3,0,19.1
596,564,27.1,66.3,0,19.1
572,564,27.1,66.3,0,19.1
572,564,27.1,66.2,0,19.1
572,564,27.1,66.2,0,19.1
573,564,27.1,66.2,0,19.1
573,564,27.1,66.2,0,19.1
569,564,27.1,66.6,0,19.1
596,567,27.1,66.6,0,19.1
570,563,27.1,66.7,0,19.1
572,590,27.1,66.7,0,19.1
572,566,27.1,66.6,0,19.1
572,564,27.1,66.6,0,19.1
573,563,27.1,66.3,0,19.1
595,563,27.1,66.3,0,19.1
596,563,27.1,66.3,0,19.1
572,564,27.1,66.3,0,19.1
573,564,27.1,66.3,0,19.1
596,563,27.1,66.3,0,19.1
596,563,27.1,66.3,0,19.1
576,563,27.1,66.3,0,19.1
574,564,27.1,66.4,0,19.1
569,563,27.1,66.4,0,19.1
570,563,27.2,66.5,0,19.1
569,567,27.2,66.5,0,19.1
596,564,27.1,66.2,0,19.1
569,564,27.1,66.2,0,19.1
569,557,27.1,66.4,0,19.1
572,557,27.1,66.4,0,19.1
570,558,27.1,66.3,0,19.1
596,564,27.1,66.3,0,19.1
570,557,27.1,66.3,0,19.1
569,563,27.1,66.3,0,19.1
569,564,27.1,66.1,0,19.1
570,564,27.1,66.1,0,19.1
570,564,27.1,66.5,0,19.1
596,564,27.1,66.5,0,19.1
570,563,27.2,66.3,0,19.1
569,567,27.2,66.3,0,19.1
593,564,27.1,66.4,0,19.1
596,563,27.1,66.4,0,19.1
570,557,27.1,66.5,0,19.1
569,564,27.1,66.5,0,19.1
597,564,27.2,66.1,0,19.1
572,557,27.2,66.1,0,19.1
570,558,27.2,66.4,0,19.1
576,557,27.2,66.4,0,19.1
602,558,27.1,66.4,0,19.1
602,557,27.1,66.4,0,19.1
603,558,27.1,66.5,0,19.1
569,557,27.1,66.5,0,19.1
576,560,27.1,66.1,0,19.1
569,560,27.1,66.1,0,19.1
570,561,27.1,66.3,0,19.1
569,557,27.1,66.3,0,19.1
570,557,27.1,66.3,0,19.1
596,557,27.1,66.3,0,19.1
596,560,27.2,66.3,0,19.1
596,560,27.2,66.3,0,19.1
569,561,27.2,66.3,0,19.1
575,557,27.2,66.3,0,19.1
602,558,27.2,66.1,0,19.1
602,557,27.2,66.1,0,19.1
576,560,27.1,66.1,0,19.1
602,561,27.1,66.1,0,19.1
576,557,27.2,66.3,0,19.1
576,564,27.2,66.3,0,19.1
602,563,27.1,66.2,0,19.1
579,564,27.1,66.2,0,19.1
576,563,27.1,66.2,0,19.1
578,563,27.1,66.2,0,19.1
572,567,27.2,66.4,0,19.1
596,564,27.2,66.4,0,19.1
596,564,27.1,66.2,0,19.1
596,563,27.1,66.2,0,19.1
596,564,27.2,66.5,0,19.1
569,563,27.2,66.5,0,19.1
570,567,27.1,66.3,0,19.1
569,563,27.1,66.3,0,19.1
570,564,27.2,66.1,0,19.1
595,557,27.2,66.1,0,19.1
570,557,27.1,66.8,0,19.1
596,558,27.1,66.8,0,19.1
570,557,27.1,66.1,0,19.1
569,558,27.1,66.1,0,19.1
570,557,27.1,66.3,0,19.1
596,564,27.1,66.3,0,19.1
570,558,27.1,66.1,0,19.1
569,563,27.1,66.1,0,19.1
570,564,27.1,66.2,0,19.1
569,557,27.1,66.2,0,19.1
593,557,27.1,66.6,0,19.1
596,565,27.1,66.6,0,19.1
572,558,27.1,66.4,0,19.1
569,581,27.1,66.4,0,19.1
570,557,27.1,66.3,0,19.1
570,558,27.1,66.3,0,19.1
570,584,27.1,66.3,0,19.1
569,563,27.1,66.3,0,19.1
570,563,27.1,66.6,0,19.1
596,567,27.1,66.6,0,19.1
569,564,27.1,66.2,0,19.1
569,557,27.1,66.2,0,19.1
570,558,27.2,66.4,0,19.1
593,557,27.2,66.4,0,19.1
570,557,27.2,66.1,0,19.1
602,557,27.2,66.1,0,19.1
576,557,27.1,66.5,0,19.1
578,558,27.1,66.5,0,19.1
576,557,27.2,66.3,0,19.1
602,584,27.2,66.3,0,19.1
602,560,27.2,66.5,0,19.1
602,557,27.2,66.5,0,19.1
576,557,27.2,66.6,0,19.1
576,564,27.2,66.6,0,19.1
576,564,27.2,66.5,0,19.1
596,567,27.2,66.5,0,19.1
570,590,27.2,66.4,0,19.1
596,566,27.2,66.4,0,19.1
570,564,27.3,66.4,0,19.1
569,564,27.3,66.4,0,19.1
570,557,27.2,66.4,0,19.1
570,557,27.2,66.4,0,19.1
573,557,27.2,66.8,0,19.1
572,558,27.2,66.8,0,19.1
572,560,27.2,66.4,0,19.1
576,560,27.2,66.4,0,19.1
602,557,27.2,66.3,0,19.1
578,558,27.2,66.3,0,19.1
576,557,27.1,66.6,0,19.1
602,557,27.1,66.6,0,19.1
576,557,27,66.5,0,19.1
602,557,27,66.5,0,19.1
576,558,27.1,66.5,0,19.1
602,557,27.1,66.5,0,19.1
578,557,27.2,66.4,0,19.1
578,564,27.2,66.4,0,19.1
576,564,27.3,66.5,0,19.1
576,564,27.3,66.5,0,19.1
596,563,27.2,66.6,0,19.1
569,564,27.2,66.6,0,19.1
570,564,27.1,66.5,0,19.1
572,564,27.1,66.5,0,19.1
570,564,27.1,66.4,0,19.1
596,564,27.1,66.4,0,19.1
596,566,27.1,66.2,0,19.1
596,563,27.1,66.2,0,19.1
596,563,27.2,66.6,0,19.1
569,566,27.2,66.6,0,19.1
593,563,27.1,66.3,0,19.1
572,563,27.1,66.3,0,19.1
596,563,27.2,66.4,0,19.1
569,563,27.2,66.4,0,19.1
596,563,27.2,66.8,0,19.1
596,557,27.2,66.8,0,19.1
596,557,27.2,66.7,0,19.1
572,557,27.2,66.7,0,19.1
596,558,27.1,66.4,0,19.1
596,560,27.1,66.4,0,19.1
596,557,27.2,66.5,0,19.1
570,558,27.2,66.5,0,19.1
596,557,27.2,66.6,0,19.1
595,557,27.2,66.6,0,19.1
573,557,27.1,66.5,0,19.1
596,557,27.1,66.5,0,19.1
569,557,27.2,66.8,0,19.1
569,557,27.2,66.8,0,19.1
593,561,27.2,66.5,0,19.1
576,557,27.2,66.5,0,19.1
576,557,27.2,66.5,0,19.1
575,563,27.2,66.5,0,19.1
576,563,27.2,66.8,0,19.1
576,566,27.2,66.8,0,19.1
576,563,27.2,66.5,0,19.1
596,564,27.2,66.5,0,19.1
593,564,27.1,66.6,0,19.1
569,564,27.1,66.6,0,19.1
569,563,27.1,66.8,0,19.1
596,564,27.1,66.8,0,19.1
569,564,27.3,66.4,0,19.1
596,564,27.3,66.4,0,19.1
596,567,27.2,66.8,0,19.1
596,563,27.2,66.8,0,19.1
570,564,27.1,66.6,0,19.1
596,564,27.1,66.6,0,19.1
596,563,27.2,66.3,0,19.1
569,591,27.2,66.3,0,19.1
570,591,27.2,66.5,0,19.1
596,564,27.2,66.5,0,19.1
569,557,27.2,66.8,0,19.1
596,557,27.2,66.8,0,19.1
596,560,27.2,66.5,0,19.1
596,557,27.2,66.5,0,19.1
570,560,27.3,66.5,0,19.1
569,557,27.3,66.5,0,19.1
596,557,27.3,66.5,0,19.1
570,558,27.3,66.5,0,19.1
570,557,27.3,67.1,0,19.1
572,557,27.3,67.1,0,19.1
570,557,27.2,66.9,0,19.1
579,557,27.2,66.9,0,19.1
602,557,27.3,66.9,0,19.1
576,557,27.3,66.9,0,19.1
576,558,27.1,66.8,0,19.1
602,557,27.1,66.8,0,19.1
602,581,27.2,66.7,0,19.1
575,557,27.2,66.7,0,19.1
576,557,27.2,66.4,0,19.1
576,563,27.2,66.4,0,19.1
576,564,27.2,67,0,19.1
575,563,27.2,67,0,19.1
569,564,27.2,66.8,0,19.1
595,564,27.2,66.8,0,19.1
570,564,27.2,66.7,0,19.1
596,564,27.2,66.7,0,19.1
570,563,27.2,66.8,0,19.1
569,563,27.2,66.8,0,19.1
570,564,27.2,66.8,0,19.1
596,564,27.2,66.8,0,19.1
596,567,27.1,66.6,0,19.1
569,563,27.1,66.6,0,19.1
596,564,27.2,66.6,0,19.1
596,566,27.2,66.6,0,19.1
596,567,27.3,67,0,19.1
569,564,27.3,67,0,19.1
596,564,27.2,66.6,0,19.1
596,557,27.2,66.6,0,19.1
569,557,27.3,66.6,0,19.1
569,557,27.3,66.6,0,19.1
593,584,27.1,66.7,0,19.1
596,563,27.1,66.7,0,19.1
570,564,27.1,66.8,0,19.1
569,564,27.1,66.8,0,19.1
569,563,27.1,66.9,0,19.1
593,563,27.1,66.9,0,19.1
570,564,27.2,66.7,0,19.1
569,563,27.2,66.7,0,19.1
596,564,27.1,66.9,0,19.1
600,564,27.1,66.9,0,19.1
600,563,27.1,67,0,19.1
602,566,27.1,67,0,19.1
576,564,27.2,67.1,0,19.1
572,563,27.2,67.1,0,19.1
596,564,27.2,66.6,0,19.1
596,563,27.2,66.6,0,19.1
569,566,27.2,67,0,19.1
596,563,27.2,67,0,19.1
570,564,27.2,66.8,0,19.1
596,563,27.2,66.8,0,19.1
573,564,27.3,66.9,0,19.1
572,563,27.3,66.9,0,19.1
596,564,27.2,66.9,0,19.1
572,557,27.2,66.9,0,19.1
596,558,27.2,67.1,0,19.1
572,557,27.2,67.1,0,19.1
573,557,27.2,67,0,19.1
572,558,27.2,67,0,19.1
572,557,27.2,67,0,19.1
578,558,27.2,67,0,19.1
579,557,27.2,67.1,0,19.1
602,560,27.2,67.1,0,19.1
578,558,27.2,67,0,19.1
602,560,27.2,67,0,19.1
603,557,27.2,66.8,0,19.1
602,563,27.2,66.8,0,19.1
602,563,27.1,67.1,0,19.1
578,558,27.1,67.1,0,19.1
579,558,27.2,66.8,0,19.1
602,581,27.2,66.8,0,19.1
579,557,27.1,66.9,0,19.1
575,557,27.1,66.9,0,19.1
579,557,27.2,67,0,19.1
578,557,27.2,67,0,19.1
579,561,27.2,67,0,19.1
575,563,27.2,67,0,19.1
576,564,27.1,67.2,0,19.1
596,563,27.1,67.2,0,19.1
569,563,27.1,67.2,0,19.1
596,564,27.1,67.2,0,19.1
596,563,27.2,66.9,0,19.1
569,564,27.2,66.9,0,19.1
569,563,27.2,66.8,0,19.1
569,557,27.2,66.8,0,19.1
569,557,27.2,66.9,0,19.1
596,557,27.2,66.9,0,19.1
596,557,27.2,66.7,0,19.1
569,557,27.2,66.7,0,19.1
570,557,27.2,67,0,19.1
579,557,27.2,67,0,19.1
576,581,27.2,66.9,0,19.1
576,557,27.2,66.9,0,19.1
576,558,27.1,67,0,19.1
575,557,27.1,67,0,19.1
576,561,27.2,66.9,0,19.1
576,564,27.2,66.9,0,19.1
576,563,27.2,66.9,0,19.1
569,590,27.2,66.9,0,19.1
596,564,27.2,66.7,0,19.1
596,563,27.2,66.7,0,19.1
596,564,27.2,67,0,19.1
596,563,27.2,67,0,19.1
570,564,27.2,67.1,0,19.1
569,564,27.2,67.1,0,19.1
593,563,27.2,66.8,0,19.1
596,564,27.2,66.8,0,19.1
570,562,27.3,66.7,0,19.1
596,564,27.3,66.7,0,19.1
596,564,27.3,66.7,0,19.1
